data_Publisher,data_doi,data_Title,data_Authors,relation_type_id,publication_doi,publication_type,pub_publication_titleTitle,publication_authors,citation_event_source
Environmental Information Data Centre (EIDC),10.5285/c9e802b3-43c8-4b36-a3a3-8861d9da8ea9,Global ammonia emissions from seabirds,"['Riddick, S.N.', 'Dragosits, U.', 'Blackall, T.D.', 'Daunt, F.', 'Wanless, S.', 'Sutton, M.A.']",references,10.5194/acp-16-1937-2016,journal-article,"Ammonia in the summertime Arctic marine boundary layer: sources, sinks, and  implications","[['Gregory R.', 'Wentworth'], ['Jennifer G.', 'Murphy'], ['Betty', 'Croft'], ['Randall V.', 'Martin'], ['Jeffrey R.', 'Pierce'], ['Jean-Sébastien', 'Côté'], ['Isabelle', 'Courchesne'], ['Jean-Éric', 'Tremblay'], ['Jonathan', 'Gagnon'], ['Jennie L.', 'Thomas'], ['Sangeeta', 'Sharma'], ['Desiree', 'Toom-Sauntry'], ['Alina', 'Chivulescu'], ['Maurice', 'Levasseur'], ['Jonathan P. D.', 'Abbatt']]",CrossRef
Environmental Information Data Centre (EIDC),10.5285/c9e802b3-43c8-4b36-a3a3-8861d9da8ea9,Global ammonia emissions from seabirds,"['Riddick, S.N.', 'Dragosits, U.', 'Blackall, T.D.', 'Daunt, F.', 'Wanless, S.', 'Sutton, M.A.']",references,10.5194/acp-19-2787-2019,journal-article,Arctic marine secondary organic aerosol contributes significantly to summertime particle size distributions in the Canadian Arctic Archipelago,"[['Betty', 'Croft'], ['Randall V.', 'Martin'], ['W. Richard', 'Leaitch'], ['Julia', 'Burkart'], ['Rachel Y.-W.', 'Chang'], ['Douglas B.', 'Collins'], ['Patrick L.', 'Hayes'], ['Anna L.', 'Hodshire'], ['Lin', 'Huang'], ['John K.', 'Kodros'], ['Alexander', 'Moravek'], ['Emma L.', 'Mungall'], ['Jennifer G.', 'Murphy'], ['Sangeeta', 'Sharma'], ['Samantha', 'Tremblay'], ['Gregory R.', 'Wentworth'], ['Megan D.', 'Willis'], ['Jonathan P. D.', 'Abbatt'], ['Jeffrey R.', 'Pierce']]",CrossRef
Environmental Information Data Centre (EIDC),10.5285/c9e802b3-43c8-4b36-a3a3-8861d9da8ea9,Global ammonia emissions from seabirds,"['Riddick, S.N.', 'Dragosits, U.', 'Blackall, T.D.', 'Daunt, F.', 'Wanless, S.', 'Sutton, M.A.']",is-referenced-by,10.1016/10.1038/ncomms13444,Info not given,Info not given,Info not given,DataCite
Environmental Information Data Centre (EIDC),10.5285/2efa9bf4-e5c0-42f9-8fcb-90dca2bb9c66,"First egg dates for great tits (Parus major) and blue tits (Cyanistes caeruleus) breeding in three deciduous woods in Cambridgeshire, England in 1993 to 2016","['Hinsley, S.A.', 'Bellamy, P.E.']",IsReferencedBy,10.1371/journal.pone.0155241,journal-article,Recent Shift in Climate Relationship Enables Prediction of the Timing of Bird Breeding.,"['Hinsley, Shelley A.', 'Bellamy, Paul E.', 'Hill, Ross A.', 'Ferns, Peter N.']",Scholix
Environmental Information Data Centre (EIDC),10.5285/db55406b-c9a1-4a9e-88c2-2abbcb4bcad3,Foraging behaviour of Parus major held in temporary captivity,"['Thorogood, R', 'Kokko, H', 'Mappes, J']",IsReferencedBy,10.17863/cam.20713,article-journal,Social transmission of avoidance among predators facilitates the spread of novel prey,"['Johanna Mappes', 'Rose Thorogood', 'Hanna Kokko']",Scholix
Environmental Information Data Centre (EIDC),10.5285/db55406b-c9a1-4a9e-88c2-2abbcb4bcad3,Foraging behaviour of Parus major held in temporary captivity,"['Thorogood, R', 'Kokko, H', 'Mappes, J']",is-referenced-by,10.1038/s41559-017-0418-x,Springer Science and Business Media LLC,Social transmission of avoidance among predators facilitates the spread of novel prey,"[['Rose', 'Thorogood'], ['Hanna', 'Kokko'], ['Johanna', 'Mappes']]",DataCite
Environmental Information Data Centre (EIDC),10.5285/85657c4c-54c9-4d02-a262-455ea1c38d95,"Drosophila-parasitoid interactions along an elevation gradient in an Australian rainforest, 2016","['Jeffs, C.T.', 'Terry, J.C.D.', 'Higgie, M.', 'Jandová, A.', 'Konvičková, H.', 'Brown, J.J.', 'Lue, C-H.', 'Schiffer, M.', 'O’Brien, E.K.', 'Bridle, J.', 'Hrček, J.', 'Lewis, O.T.']",IsReferencedBy,10.1101/2020.07.21.213678,posted-content,Molecular analyses reveal consistent food web structure with elevation in rainforest Drosophila - parasitoid communities,"['Michele Schiffer', 'Owen T. Lewis', 'Jon R. Bridle', 'J. Christopher D. Terry', 'Anna Jandová', 'Chia-Hua Lue', 'Joel J. Brown', 'Hana Konvičková', 'Megan Higgie', 'Jan Hrcek', 'Christopher T. Jeffs', 'Eleanor K. O’Brien']",Scholix
Environmental Information Data Centre (EIDC),10.5285/009334d6-ee33-43fc-a259-bf4d92fb69dc,United Kingdom Butterfly Monitoring Scheme: collated indices 2016,"['Botham, M.', 'Roy, D.', 'Brereton, T.', 'Middlebrook, I.', 'Randle, Z.']",IsReferencedBy,10.1038/s41467-019-12479-w,journal-article,Climate-induced phenology shifts linked to range expansions in species with multiple reproductive cycles per year,"['Macgregor, Callum J.', 'Thomas, Chris D.', 'Roy, David B.', 'Beaumont, Mark A.', 'Bell, James R.', 'Brereton, Tom', 'Bridle, Jon R.', 'Dytham, Calvin', 'Fox, Richard', 'Gotthard, Karl', 'Hoffmann, Ary A.', 'Martin, Geoff', 'Middlebrook, Ian', 'Nylin, Sӧren', 'Platts, Philip J.', 'Rasteiro, Rita', 'Saccheri, Ilik J.', 'Villoutreix, Romain', 'Wheat, Christopher W.', 'Hill, Jane K.']",Scholix
Environmental Information Data Centre (EIDC),10.5285/6be00174-6544-4156-b1df-8678f6df2034,"Family lineage and landscape quality data for wild bumblebee colonies across an agricultural landscape in Buckinghamshire, U.K.","['Carvell, C.', 'Bourke, A.F.G.', 'Dreier, S.', 'Freeman, S.N.', 'Hulmes, S.', 'Jordan, W.C.', 'Redhead, J.W.', 'Wang, J.', 'Sumner, S.', 'Heard, M.S.']",IsReferencedBy,10.1038/nature21709,journal-article,Bumblebee family lineage survival is enhanced in high-quality landscapes,"['Claire, Carvell', 'Andrew F G, Bourke', 'Stephanie, Dreier', 'Stephen N, Freeman', 'Sarah, Hulmes', 'William C, Jordan', 'John W, Redhead', 'Seirian, Sumner', 'Jinliang, Wang', 'Matthew S, Heard']",Scholix
Environmental Information Data Centre (EIDC),10.5285/de1f9a43-dd0d-428c-af7b-2dfdfc8c127a,Chloroplast DNA marker data for Acacia senegal,"['Odee, D.', 'Telford, A.', 'Wilson, J.', 'Gaye, A.', 'Cavers, S.']",IsReferencedBy,10.1038/hdy.2012.52,journal-article,Plio-Pleistocene history and phylogeography of Acacia senegal in dry woodlands and savannahs of sub-Saharan tropical Africa: evidence of early colonisation and recent range expansion,"['Odee, D W', 'Telford, A', 'Wilson, J', 'Gaye, A', 'Cavers, S']",Scholix
Environmental Information Data Centre (EIDC),10.5285/65400133-9cfb-4cf4-bffd-97f1c3752025,Water temperatures for the period 1984 to 2007 at 35 sites on 21 UK rivers,"['Laize, C.L.R.', 'Bruna Meredith, C.']",IsReferencedBy,10.5194/hess-21-3231-2017,journal-article,Climate and basin drivers of seasonal river water temperature dynamics,"['C. L. R. Laizé', 'C. L. R. Laizé', 'C. Bruna Meredith', 'C. Bruna Meredith', 'M. J. Dunbar', 'M. J. Dunbar', 'D. M. Hannah']",Scholix
Environmental Information Data Centre (EIDC),10.5285/c3e530bf-af20-43fc-8b4b-92682233ff08,Predicted Caesium-137 deposition from atmospheric nuclear weapons tests,"['Wright, S.M.']",IsReferencedBy,10.1016/j.scitotenv.2019.01.073,journal-article,"Nuclear weapons fallout 137Cs in temperate and tropical pine forest soils, 50 years post-deposition","['Itthipoonthanakorn, T.', 'Dann, S.E.', 'Crout, N.M.J.', 'Shaw, G.']",Scholix
Environmental Information Data Centre (EIDC),10.5285/7949cc99-76c4-4a3e-8c33-41a35b8b7777,United Kingdom Butterfly Monitoring Scheme: collated indices 2012,"['Botham, M.', 'Roy, D.', 'Brereton, T.', 'Middlebrook, I.', 'Randle, Z.']",IsReferencedBy,10.1126/science.1251817,journal-article,Defaunation in the Anthropocene,"['Dirzo, R.', 'Young, H. S.', 'Galetti, M.', 'Ceballos, G.', 'Isaac, N. J.', 'Collen, B.']",Scholix
Environmental Information Data Centre (EIDC),10.5285/7949cc99-76c4-4a3e-8c33-41a35b8b7777,United Kingdom Butterfly Monitoring Scheme: collated indices 2012,"['Botham, M.', 'Roy, D.', 'Brereton, T.', 'Middlebrook, I.', 'Randle, Z.']",IsReferencedBy,10.1007/s00799-016-0175-5,journal-article,"Implementation of a workflow for publishing citeable environmental data: successes, challenges and opportunities from a data centre perspective","['Harrison, Kathryn A.', 'Wright, Daniel G.', 'Trembath, Philip']",Scholix
Environmental Information Data Centre (EIDC),10.5285/f802edfc-86b7-4ab9-b8fa-87e9135237c9,"Land Cover Map 2000 (25m raster, GB)","['Fuller, R.M.', 'Smith, G.M.', 'Sanderson, J.M.', 'Hill, R.A.', 'Thomson, A.G', 'Cox, R.', 'Brown, N.J.', 'Clarke, R.T', 'Rothery, P.', 'Gerard, F.F.']",IsReferencedBy,10.1007/s10336-018-1570-z,journal-article,Habitat correlates of Eurasian Woodcock Scolopax rusticola abundance in a declining resident population,"['Heward, Christopher J.', 'Hoodless, Andrew N.', 'Conway, Greg J.', 'Fuller, Robert J.', 'MacColl, Andrew D. C.', 'Aebischer, Nicholas J.']",Scholix
Environmental Information Data Centre (EIDC),10.5285/f802edfc-86b7-4ab9-b8fa-87e9135237c9,"Land Cover Map 2000 (25m raster, GB)","['Fuller, R.M.', 'Smith, G.M.', 'Sanderson, J.M.', 'Hill, R.A.', 'Thomson, A.G', 'Cox, R.', 'Brown, N.J.', 'Clarke, R.T', 'Rothery, P.', 'Gerard, F.F.']",references,10.1038/s43247-021-00334-0,journal-article,Hydrological impact of widespread afforestation in Great Britain using a large ensemble of modelled scenarios,"[['Marcus', 'Buechel'], ['Louise', 'Slater'], ['Simon', 'Dadson']]",CrossRef
Environmental Information Data Centre (EIDC),10.5285/f802edfc-86b7-4ab9-b8fa-87e9135237c9,"Land Cover Map 2000 (25m raster, GB)","['Fuller, R.M.', 'Smith, G.M.', 'Sanderson, J.M.', 'Hill, R.A.', 'Thomson, A.G', 'Cox, R.', 'Brown, N.J.', 'Clarke, R.T', 'Rothery, P.', 'Gerard, F.F.']",is-referenced-by,10.1016/10.1007/s10336-018-1570-z,Info not given,Info not given,Info not given,DataCite
Environmental Information Data Centre (EIDC),10.5285/24200dba-d0f4-4be4-ae6f-2c6ec1147fa4,Dissolved polycyclic aromatic hydrocarbons (PAHs) and dissolved organic carbon (DOC) in the River Wyre (northwest England),"['Moeckel, C.', 'Monteith, D.T.', 'Llewellyn, N.R.', 'Henrys, P.A.', 'Pereira, M.G.']",IsReferencedBy,10.1021/es403707q,journal-article,Relationship between the concentrations of dissolved organic matter and polycyclic aromatic hydrocarbons in a typical U.K. upland stream,"['Claudia, Moeckel', 'Donald T, Monteith', 'Neville R, Llewellyn', 'Peter A, Henrys', 'M Glória, Pereira']",Scholix
Environmental Information Data Centre (EIDC),10.5285/a2a49f47-49b3-46da-a434-bb22e524c5d2,UK Environmental Change Network (ECN) moth data: 1992-2015,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McCarney, B.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Riley, A.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.', 'Woiwod, I.', 'Wood, C.']",IsReferencedBy,10.5194/egusphere-egu2020-4613,posted-content,State tagging for improved earth and environmental data quality assurance,"['S. Rennie', 'Chak-Hau Michael Tso', 'Peter A. Henrys', 'John Watkins']",Scholix
Environmental Information Data Centre (EIDC),10.5285/a2a49f47-49b3-46da-a434-bb22e524c5d2,UK Environmental Change Network (ECN) moth data: 1992-2015,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McCarney, B.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Riley, A.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.', 'Woiwod, I.', 'Wood, C.']",IsReferencedBy,10.5194/essd-2019-74,posted-content,The UK Environmental Change Network datasets - integrated and co-located data for long-term environmental research (1993-2015),"['Rennie, Susannah', 'Andrews, Chris', 'Atkinson, Sarah', 'Beaumont, Deborah', 'Benham, Sue', 'Bowmaker, Vic', 'Dick, Jan', 'Dodd, Bev', 'McKenna, Colm', 'Pallett, Denise', 'Rose, Rob', 'Schäfer, Stefanie M.', 'Scott, Tony', 'Taylor, Carol', 'Watson, Helen']",Scholix
Environmental Information Data Centre (EIDC),10.5285/a2a49f47-49b3-46da-a434-bb22e524c5d2,UK Environmental Change Network (ECN) moth data: 1992-2015,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McCarney, B.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Riley, A.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.', 'Woiwod, I.', 'Wood, C.']",IsReferencedBy,10.1126/science.aax9931,journal-article,Meta-analysis reveals declines in terrestrial but increases in freshwater insect abundances.,"['Alessandro Gentile', 'Konstantin B. Gongalsky', 'Konstantin B. Gongalsky', 'Diana E. Bowler', 'Diana E. Bowler', 'Roel van Klink', 'Ann B. Swengel', 'Jonathan M. Chase']",Scholix
Environmental Information Data Centre (EIDC),10.5285/a2a49f47-49b3-46da-a434-bb22e524c5d2,UK Environmental Change Network (ECN) moth data: 1992-2015,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McCarney, B.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Riley, A.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.', 'Woiwod, I.', 'Wood, C.']",is-referenced-by,10.3389/fenvs.2020.00046,Frontiers Media SA,State Tagging for Improved Earth and Environmental Data Quality Assurance,"[['Chak-Hau Michael', 'Tso'], ['Peter', 'Henrys'], ['Susannah', 'Rennie'], ['John', 'Watkins']]",DataCite
Environmental Information Data Centre (EIDC),10.5285/a2a49f47-49b3-46da-a434-bb22e524c5d2,UK Environmental Change Network (ECN) moth data: 1992-2015,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McCarney, B.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Riley, A.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.', 'Woiwod, I.', 'Wood, C.']",is-referenced-by,10.5194/essd-12-87-2020,Copernicus GmbH,The UK Environmental Change Network datasets – integrated and co-located data for long-term environmental research (1993–2015),"[['Susannah', 'Rennie'], ['Chris', 'Andrews'], ['Sarah', 'Atkinson'], ['Deborah', 'Beaumont'], ['Sue', 'Benham'], ['Vic', 'Bowmaker'], ['Jan', 'Dick'], ['Bev', 'Dodd'], ['Colm', 'McKenna'], ['Denise', 'Pallett'], ['Rob', 'Rose'], ['Stefanie M.', 'Schäfer'], ['Tony', 'Scott'], ['Carol', 'Taylor'], ['Helen', 'Watson']]",DataCite
Environmental Information Data Centre (EIDC),10.5285/5d19f6e2-1383-41ed-92d2-138d95bf4c72,"Enteric virus concentrations and chemical properties of wastewater, water, sediment and shellfish samples collected along the Conwy River and estuary, North Wales (2016-2017)","['Farkas, K.', 'Cooper, D.M.', 'McDonald, J.E.', 'Malham, S.K.', 'Jones, D.L.']",IsReferencedBy,10.1016/j.scitotenv.2018.04.038,journal-article,Seasonal and spatial dynamics of enteric viruses in wastewater and in riverine and estuarine receiving waters,"['Farkas, Kata', 'Cooper, David M.', 'McDonald, James E.', 'Malham, Shelagh K.', 'de Rougemont, Alexis', 'Jones, Davey L.']",Scholix
Environmental Information Data Centre (EIDC),10.5285/de5ca6cc-02e9-42bc-a39e-80ec8acbffba,Loch Leven diatom counts 1968-2007,"['Carvalho, L.', 'Bailey-Watts, A.E.', 'Kirika, A.']",IsReferencedBy,10.1111/1365-2664.12519,journal-article,Do early warning indicators consistently predict nonlinear change in long‐term ecological data?,"['Burthe, Sarah J.', 'Henrys, Peter A.', 'Mackay, Eleanor B.', 'Spears, Bryan M.', 'Campbell, Ronald', 'Carvalho, Laurence', 'Dudley, Bernard', 'Gunn, Iain D. M.', 'Johns, David G.', 'Maberly, Stephen C.', 'May, Linda', 'Newell, Mark A.', 'Wanless, Sarah', 'Winfield, Ian J.', 'Thackeray, Stephen J.', 'Daunt, Francis']",Scholix
Environmental Information Data Centre (EIDC),10.5285/39da2334-0952-4d4d-b634-5f7f2115ac90,Loch Leven Waterfowl 1968-2007,"['Mitchell, N', 'Brooks, P.', 'Squire, J.', 'Wright, G.', 'Allison, A.']",IsReferencedBy,10.1111/1365-2664.12519,journal-article,Do early warning indicators consistently predict nonlinear change in long‐term ecological data?,"['Burthe, Sarah J.', 'Henrys, Peter A.', 'Mackay, Eleanor B.', 'Spears, Bryan M.', 'Campbell, Ronald', 'Carvalho, Laurence', 'Dudley, Bernard', 'Gunn, Iain D. M.', 'Johns, David G.', 'Maberly, Stephen C.', 'May, Linda', 'Newell, Mark A.', 'Wanless, Sarah', 'Winfield, Ian J.', 'Thackeray, Stephen J.', 'Daunt, Francis']",Scholix
Environmental Information Data Centre (EIDC),10.5285/971671a6-98b4-4d80-b165-21dace7373b9,ITE Land Classification of Great Britain 1998,"['Bunce, R.G.H', 'Barr, C.J.', 'Clarke, R.T.', 'Howard, D.C.', 'Lane, A.M.J.']",IsReferencedBy,10.1080/00063657.2014.962482,journal-article,"Evidence for contrasting causes of population change in two closely related, sympatric breeding species the Whinchat Saxicola rubetra and Stonechat Saxicola torquata in Britain","['Henderson, Ian', 'Calladine, John', 'Massimino, Dario', 'Taylor, Jennifer A.', 'Gillings, Simon']",Scholix
Environmental Information Data Centre (EIDC),10.5285/971671a6-98b4-4d80-b165-21dace7373b9,ITE Land Classification of Great Britain 1998,"['Bunce, R.G.H', 'Barr, C.J.', 'Clarke, R.T.', 'Howard, D.C.', 'Lane, A.M.J.']",is-referenced-by,10.1016/10.1080/00063657.2014.962482,Info not given,Info not given,Info not given,DataCite
Environmental Information Data Centre (EIDC),10.5285/971671a6-98b4-4d80-b165-21dace7373b9,ITE Land Classification of Great Britain 1998,"['Bunce, R.G.H', 'Barr, C.J.', 'Clarke, R.T.', 'Howard, D.C.', 'Lane, A.M.J.']",is-referenced-by,10.5194/essd-8-89-2016,Copernicus GmbH,"Survey of the terrestrial habitats and vegetation of Shetland, 1974 – a  framework for long-term ecological monitoring","[['Claire M.', 'Wood'], ['Robert G. H.', 'Bunce']]",DataCite
Environmental Information Data Centre (EIDC),10.5285/37a503da-d75c-4d72-8e8b-b11c2fdc7d92,Farm scale evaluations of herbicide tolerant genetically modified crops - winter oilseed rape,"['Scott, R.J.', 'Baker, P.', 'Bell, D.', 'Bennett, S.', 'Birchall, C.', 'Boffey, C.W.H.', 'Bohan, D.A.', 'Brooks, D.R.', 'Browne, E.L.', 'Champion, G.T.', 'Clark, S.J.', 'Daniels, R.E.', 'Dewar, A.J.G.', 'Dewar, A.M.', 'Fairfax, C.M.', 'Firbank, L.G.', 'Garner, B.H.', 'Haughton, A.J.', 'Hawes, C.', 'Haylock, L.A.', 'Heard, M.S.', 'Hill, M.O.', 'Horne, S.L.', 'Hulmes, S.E.', 'Mason, N.S.', 'May, M.J.', 'Norton, L.R.', 'Nuttall, P.', 'Osborne, J.L.', 'Parish, A.M.', 'Perry, J.N.', 'Randle, Z.', 'Rossall, M.J.', 'Rothery, P.', 'Roy, D.B.', 'Sands, R.J.N.', 'Singer, E.J.', 'Skellern, M.P.', 'Squire, G.R.', 'Thomas, M.R.', 'Walker, J.H.', 'Walker, M.J.', 'Woiwod, I.P.', 'Wood, C.M.', 'Young, M.W.']",IsReferencedBy,10.1098/rspb.2004.3049,journal-article,Effects on weed and invertebrate abundance and diversity of herbicide management in genetically modified herbicide-tolerant winter-sown oilseed rape.,"['Bohan, David A', 'Boffey, Caroline W.H', 'Brooks, David R', 'Clark, Suzanne J', 'Dewar, Alan M', 'Firbank, Les G', 'Haughton, Alison J', 'Hawes, Cathy', 'Heard, Matthew S', 'May, Mike J', 'Osborne, Juliet L', 'Perry, Joe N', 'Rothery, Peter', 'Roy, David B', 'Scott, Rod J', 'Squire, Geoff R', 'Woiwod, Ian P', 'Champion, Gillian T']",Scholix
